relpath,module,status,has_status,importance,difficulty,syllabus_code,n_source_extracts,body_lines,has_teaching_section,n_aliases,inbound_refs
03-知识点/决赛要求/物理化学深化/范特霍夫等温式.md,决赛要求,已填充,是,4,4,决赛04,1,65,是,3,101
03-知识点/决赛要求/物理化学深化/表面与界面化学.md,决赛要求,已填充,是,3,4,决赛09,1,527,是,3,36
03-知识点/决赛要求/物理化学深化/表面张力.md,决赛要求,已填充,是,3,4,决赛09,1,113,是,1,14
03-知识点/决赛要求/物理化学深化/迁移数.md,决赛要求,已填充,是,4,4,决赛10,1,151,是,1,4
03-知识点/决赛要求/物理化学深化/速率控制步骤.md,决赛要求,已填充,是,4,4,决赛07,1,135,是,1,6
03-知识点/决赛要求/物理化学深化/逸度与非理想气体.md,决赛要求,已填充,是,3,3,决赛05,1,66,是,4,7
03-知识点/决赛要求/物理化学深化/酶催化.md,决赛要求,已填充,是,4,4,决赛07,1,113,是,1,20
03-知识点/决赛要求/物理化学深化/链反应.md,决赛要求,已填充,是,4,5,决赛08,1,173,是,3,4
03-知识点/决赛要求/物理化学深化/麦克斯韦关系式.md,决赛要求,已填充,是,4,4,决赛04,1,124,是,5,15
03-知识点/决赛要求/结构与配位深化/Bohr模型计算.md,决赛要求,已填充,是,4,4,决赛02,1,444,是,3,4
03-知识点/决赛要求/结构与配位深化/Jahn-Teller效应.md,决赛要求,已填充,是,4,4,决赛03,2,434,是,3,69
03-知识点/决赛要求/结构与配位深化/NO配体与亚硝酰配合物.md,决赛要求,已填充,是,2,3,决赛03,5,69,是,5,0
03-知识点/决赛要求/结构与配位深化/VSEPR理论深化.md,决赛要求,已填充,是,4,4,决赛02,3,170,是,3,16
03-知识点/决赛要求/结构与配位深化/d轨道分裂.md,决赛要求,已填充,是,4,4,决赛03,2,135,是,3,26
03-知识点/决赛要求/结构与配位深化/休克尔方法.md,决赛要求,已填充,是,4,4,决赛02,1,300,是,4,13
03-知识点/决赛要求/结构与配位深化/分子对称性初步.md,决赛要求,已填充,是,4,4,决赛02,1,801,是,3,55
03-知识点/决赛要求/结构与配位深化/分子结构深化.md,决赛要求,已填充,是,4,4,决赛02,1,446,是,3,45
03-知识点/决赛要求/结构与配位深化/分子结构补充.md,决赛要求,已填充,是,4,4,决赛02,2,174,是,3,111
03-知识点/决赛要求/结构与配位深化/分子轨道理论深化.md,决赛要求,已填充,是,4,4,决赛02,3,196,是,4,26
03-知识点/决赛要求/结构与配位深化/原子光谱与光谱项.md,决赛要求,已填充,是,4,4,决赛01,1,277,是,4,16
03-知识点/决赛要求/结构与配位深化/原子结构深化.md,决赛要求,已填充,是,4,4,决赛01,3,326,是,2,27
03-知识点/决赛要求/结构与配位深化/原子结构补充.md,决赛要求,已填充,是,4,4,决赛01,3,154,是,2,6
03-知识点/决赛要求/结构与配位深化/原子轨道与波函数.md,决赛要求,已填充,是,4,4,决赛01,2,212,是,4,175
03-知识点/决赛要求/结构与配位深化/反位效应.md,决赛要求,已填充,是,4,4,决赛03,0,252,是,3,15
03-知识点/决赛要求/结构与配位深化/反馈π键.md,决赛要求,已填充,是,5,4,决赛03,0,205,是,5,29
03-知识点/决赛要求/结构与配位深化/异构与结构表征.md,决赛要求,已填充,是,4,4,决赛03,2,201,是,3,44
03-知识点/决赛要求/结构与配位深化/晶体场分裂与磁性.md,决赛要求,已填充,是,4,4,决赛03,2,207,是,5,411
03-知识点/决赛要求/结构与配位深化/晶体结构深化.md,决赛要求,已填充,是,4,4,决赛02; 决赛03,1,640,是,5,71
03-知识点/决赛要求/结构与配位深化/杂化轨道理论深化.md,决赛要求,已填充,是,4,4,决赛02,4,168,是,3,15
03-知识点/决赛要求/结构与配位深化/电子排布与周期性.md,决赛要求,已填充,是,4,4,决赛01,3,206,是,4,10
03-知识点/决赛要求/结构与配位深化/离域与分子稳定性.md,决赛要求,已填充,是,4,4,决赛01; 决赛02,1,215,是,4,118
03-知识点/决赛要求/结构与配位深化/箱中粒子模型.md,决赛要求,已填充,是,4,4,决赛01,1,500,是,3,6
03-知识点/决赛要求/结构与配位深化/配位平衡.md,决赛要求,已填充,是,4,4,决赛03; 决赛12,2,140,是,3,69
03-知识点/决赛要求/结构与配位深化/配体类型与电子给受性质.md,决赛要求,已填充,是,4,4,决赛03; 决赛11,2,218,是,4,15
03-知识点/决赛要求/结构与配位深化/配合物深化.md,决赛要求,骨架,是,4,4,决赛12,5,37,是,1,6
03-知识点/决赛要求/结构与配位深化/配合物稳定性.md,决赛要求,已填充,是,4,4,决赛12,1,486,是,4,67
03-知识点/决赛要求/结构与配位深化/钻穿效应.md,决赛要求,已填充,是,4,4,决赛01,1,226,是,3,28
03-知识点/决赛要求/金属有机与超分子/β_氢消除.md,决赛要求,已填充,是,5,4,决赛11,1,152,是,3,10
03-知识点/决赛要求/金属有机与超分子/主客体化学.md,决赛要求,已填充,是,4,4,决赛15,1,171,是,4,47
03-知识点/决赛要求/金属有机与超分子/催化循环入门.md,决赛要求,已填充,是,5,5,决赛11,1,573,是,3,17
03-知识点/决赛要求/金属有机与超分子/冠醚.md,决赛要求,已填充,是,4,3,决赛15,1,122,是,3,15
03-知识点/决赛要求/金属有机与超分子/分子自组装.md,决赛要求,已填充,是,3,3,决赛13,1,221,是,3,20
03-知识点/决赛要求/金属有机与超分子/分子识别.md,决赛要求,已填充,是,4,3,决赛15,1,145,是,2,18
03-知识点/决赛要求/金属有机与超分子/包结作用.md,决赛要求,已填充,是,4,3,决赛15,1,120,是,4,6
03-知识点/决赛要求/金属有机与超分子/原子簇化学.md,决赛要求,已填充,是,2,2,决赛11,1,60,是,4,1
03-知识点/决赛要求/金属有机与超分子/杯芳烃.md,决赛要求,已填充,是,3,4,决赛15,1,154,是,3,8
03-知识点/决赛要求/金属有机与超分子/环糊精.md,决赛要求,已填充,是,4,3,决赛15,1,124,是,3,11
03-知识点/决赛要求/金属有机与超分子/超分子作用力.md,决赛要求,已填充,是,4,4,决赛14,1,167,是,3,11
03-知识点/决赛要求/金属有机与超分子/超分子聚合物.md,决赛要求,已填充,是,3,3,决赛13,1,166,是,3,16
03-知识点/决赛要求/金属有机与超分子/迁移插入.md,决赛要求,已填充,是,5,5,决赛11,1,151,是,6,27
03-知识点/决赛要求/金属有机与超分子/过渡金属催化基础.md,决赛要求,已填充,是,5,4,51,4,409,是,5,55
03-知识点/决赛要求/金属有机与超分子/金属_碳键.md,决赛要求,已填充,是,4,4,决赛11,1,152,是,3,3
03-知识点/决赛要求/金属有机与超分子/金属有机化学基础.md,决赛要求,已填充,是,4,4,决赛11,2,60,是,4,55
03-知识点/决赛要求/金属有机与超分子/金属有机化学深化.md,决赛要求,已填充,是,5,5,决赛11,2,655,是,4,161
03-知识点/分析化学/EDTA滴定.md,分析化学,已填充,是,4,3,,5,36,是,0,9
03-知识点/分析化学/Lambert-Beer定律.md,分析化学,已填充,是,5,2,20,2,193,是,3,25
03-知识点/分析化学/NMR谱学.md,分析化学,已填充,是,3,3,,8,204,是,8,135
03-知识点/分析化学/Q检验法.md,分析化学,初稿,是,3,2,,1,35,是,0,2
03-知识点/分析化学/README.md,分析化学,已填充,是,,,,0,31,否,0,14
03-知识点/分析化学/偏差.md,分析化学,已填充,是,4,2,19,3,158,是,3,23
03-知识点/分析化学/元素分析.md,分析化学,已填充,是,4,3,,5,270,是,3,12
03-知识点/分析化学/准确度.md,分析化学,已填充,是,4,2,19,3,149,是,2,31
03-知识点/分析化学/分光光度法.md,分析化学,已填充,是,4,2,20,8,217,是,5,82
03-知识点/分析化学/分布分数.md,分析化学,已填充,是,4,3,18,1,171,是,3,34
03-知识点/分析化学/副反应系数.md,分析化学,已填充,是,5,4,18,2,167,是,3,14
03-知识点/分析化学/动态NMR.md,分析化学,已填充,是,3,5,,1,287,是,4,2
03-知识点/分析化学/吸光度.md,分析化学,已填充,是,4,1,20,2,287,是,5,12
03-知识点/分析化学/基准物质.md,分析化学,已填充,是,4,2,18,2,171,是,2,17
03-知识点/分析化学/容量分析计算.md,分析化学,已填充,是,4,3,18,1,162,是,1,10
03-知识点/分析化学/指示剂.md,分析化学,已填充,是,4,2,18,2,233,是,4,65
03-知识点/分析化学/数据处理.md,分析化学,已填充,是,3,2,19,14,281,是,3,36
03-知识点/分析化学/条件电势.md,分析化学,已填充,是,5,4,18,3,166,是,3,23
03-知识点/分析化学/条件稳定常数.md,分析化学,已填充,是,5,4,18,4,167,是,3,20
03-知识点/分析化学/林邦公式.md,分析化学,初稿,是,4,3,,3,35,是,0,2
03-知识点/分析化学/林邦误差公式.md,分析化学,已填充,是,5,4,18,5,165,是,2,23
03-知识点/分析化学/标准溶液.md,分析化学,已填充,是,4,2,18,2,187,是,2,14
03-知识点/分析化学/比色分析.md,分析化学,已填充,是,3,2,20,2,180,是,2,11
03-知识点/分析化学/氘代.md,分析化学,已填充,是,3,3,,1,277,是,4,8
03-知识点/分析化学/氧化还原滴定.md,分析化学,已填充,是,5,4,18,21,207,是,1,83
03-知识点/分析化学/沉淀滴定.md,分析化学,已填充,是,4,3,18,7,177,是,2,42
03-知识点/分析化学/滴定曲线.md,分析化学,已填充,是,5,3,18,2,208,是,2,32
03-知识点/分析化学/热重分析.md,分析化学,已填充,是,3,4,,5,374,是,3,7
03-知识点/分析化学/电荷平衡.md,分析化学,已填充,是,3,2,,5,358,是,3,38
03-知识点/分析化学/碘量法.md,分析化学,已填充,是,3,3,18,7,182,是,3,45
03-知识点/分析化学/磁性测量.md,分析化学,已填充,是,3,4,,2,349,是,3,3
03-知识点/分析化学/精密度.md,分析化学,已填充,是,4,2,19,3,213,是,2,36
03-知识点/分析化学/终点误差.md,分析化学,已填充,是,5,4,18,6,144,是,3,38
03-知识点/分析化学/络合滴定.md,分析化学,已填充,是,5,4,18,20,326,是,3,85
03-知识点/分析化学/萃取.md,分析化学,已填充,是,3,3,18,1,277,是,0,12
03-知识点/分析化学/误差.md,分析化学,已填充,是,4,2,19,2,202,是,3,48
03-知识点/分析化学/质量分数推断.md,分析化学,已填充,是,4,3,,1,331,是,4,25
03-知识点/分析化学/酸碱滴定.md,分析化学,已填充,是,5,3,18,2,426,是,2,122
03-知识点/分析化学/重量分析.md,分析化学,已填充,是,3,2,18,8,226,是,1,34
03-知识点/化学原理/Arrhenius方程.md,化学原理,已填充,是,5,3,7; 决赛07,1,176,是,3,61
03-知识点/化学原理/Brønsted酸碱理论.md,化学原理,已填充,是,5,3,5,1,286,是,7,110
03-知识点/化学原理/Clapeyron方程.md,化学原理,初稿,是,4,3,,4,40,是,0,9
03-知识点/化学原理/Dalton分压定律.md,化学原理,已填充,是,5,2,2,2,167,是,4,118
03-知识点/化学原理/Dulong-Petit定律.md,化学原理,已填充,是,2,2,,1,49,是,0,1
03-知识点/化学原理/Frost图.md,化学原理,已填充,是,4,3,08; 决赛10,2,179,是,1,50
03-知识点/化学原理/Gibbs自由能.md,化学原理,已填充,是,5,4,6,3,258,是,4,239
03-知识点/化学原理/Latimer图.md,化学原理,已填充,是,4,3,08; 决赛10,3,208,是,2,64
03-知识点/化学原理/Le Châtelier原理.md,化学原理,已填充,是,3,2,7,2,184,是,4,61
03-知识点/化学原理/Lewis结构式.md,化学原理,已填充,是,4,2,10,1,99,是,0,148
03-知识点/化学原理/Lewis酸碱理论.md,化学原理,已填充,是,5,3,5,2,251,是,3,63
03-知识点/化学原理/Nernst方程.md,化学原理,已填充,是,5,3,08,1,166,是,2,173
03-知识点/化学原理/Pourbaix图.md,化学原理,已填充,是,4,3,08; 决赛10,2,178,是,1,38
03-知识点/化学原理/README.md,化学原理,已填充,是,,,,0,31,否,0,10
03-知识点/化学原理/Stokes-Einstein方程.md,化学原理,已填充,是,2,3,,1,50,是,0,1
03-知识点/化学原理/VSEPR理论.md,化学原理,已填充,是,5,3,10,2,269,是,2,188
03-知识点/化学原理/pH.md,化学原理,已填充,是,5,2,5,3,176,是,2,93
03-知识点/化学原理/van der Waals方程.md,化学原理,已填充,是,3,3,2,2,264,是,3,19
03-知识点/化学原理/van't Hoff方程.md,化学原理,初稿,是,4,3,,5,39,是,0,18
03-知识点/化学原理/π键.md,化学原理,已填充,是,4,3,10,1,244,是,4,123
03-知识点/化学原理/σ键.md,化学原理,已填充,是,4,2,10,1,217,是,2,30
03-知识点/化学原理/七大晶系.md,化学原理,已填充,是,4,3,24,2,312,是,5,34
03-知识点/化学原理/两性物质.md,化学原理,已填充,是,3,3,,1,33,是,2,20
03-知识点/化学原理/临界点.md,化学原理,已填充,是,4,3,15,3,86,是,5,23
03-知识点/化学原理/亨德森-哈塞尔巴赫方程.md,化学原理,初稿,是,4,2,,1,38,是,0,2
03-知识点/化学原理/体积功.md,化学原理,已填充,是,3,3,6,5,88,是,4,2
03-知识点/化学原理/偶极矩.md,化学原理,已填充,是,3,2,10,1,173,是,2,51
03-知识点/化学原理/催化剂.md,化学原理,骨架,是,3,2,7,5,36,是,1,9
03-知识点/化学原理/元素周期律.md,化学原理,已填充,是,5,2,4,3,379,是,4,200
03-知识点/化学原理/光致变色.md,化学原理,待填充,是,1,2,,1,37,是,0,1
03-知识点/化学原理/共价键.md,化学原理,已填充,是,5,2,10,1,197,是,2,79
03-知识点/化学原理/共振结构.md,化学原理,初稿,是,4,3,,5,38,是,0,8
03-知识点/化学原理/共轭酸碱对.md,化学原理,已填充,是,4,2,5,3,216,是,1,50
03-知识点/化学原理/内能.md,化学原理,已填充,是,4,3,6,1,68,是,2,16
03-知识点/化学原理/分子式确定方法.md,化学原理,已填充,是,4,2,01,1,77,是,4,12
03-知识点/化学原理/分子极性.md,化学原理,已填充,是,4,2,10,2,167,是,3,68
03-知识点/化学原理/分子轨道理论.md,化学原理,初稿,是,3,2,,2,40,是,0,202
03-知识点/化学原理/分子间力.md,化学原理,已填充,是,4,2,11,2,131,是,6,293
03-知识点/化学原理/分散相与连续相.md,化学原理,已填充,是,3,1,3; 决赛06,1,136,是,3,48
03-知识点/化学原理/化学动力学.md,化学原理,已填充,是,4,3,,2,221,是,3,94
03-知识点/化学原理/化学势.md,化学原理,已填充,是,4,5,,1,73,是,2,40
03-知识点/化学原理/化学平衡.md,化学原理,已填充,是,5,2,7,2,267,是,4,259
03-知识点/化学原理/化学平衡计算.md,化学原理,已填充,是,4,3,7,3,88,是,4,12
03-知识点/化学原理/化学方程式.md,化学原理,初稿,是,4,1,,5,41,是,0,20
03-知识点/化学原理/化学热力学.md,化学原理,已填充,是,5,3,6,2,186,是,4,169
03-知识点/化学原理/化学电源.md,化学原理,已填充,是,4,2,8,4,255,是,4,85
03-知识点/化学原理/化学计量.md,化学原理,已填充,是,5,2,3,1,201,是,6,129
03-知识点/化学原理/化学计量点与滴定终点.md,化学原理,已填充,是,4,2,18,3,144,是,4,9
03-知识点/化学原理/半衰期.md,化学原理,已填充,是,4,3,7; 决赛07,5,132,是,3,22
03-知识点/化学原理/原子光谱.md,化学原理,已填充,是,4,2,,1,334,是,2,5
03-知识点/化学原理/原子半径.md,化学原理,已填充,是,4,2,4; 9,2,198,是,6,48
03-知识点/化学原理/原子模型发展.md,化学原理,已填充,是,3,2,9,1,89,是,3,1
03-知识点/化学原理/原子结构.md,化学原理,已填充,是,5,2,9,5,553,是,6,463
03-知识点/化学原理/原子轨道.md,化学原理,已填充,是,5,3,9,2,444,是,5,173
03-知识点/化学原理/原电池.md,化学原理,已填充,是,4,3,8; 决赛10,3,255,是,3,59
03-知识点/化学原理/反应商.md,化学原理,已填充,是,4,2,7,1,211,是,2,88
03-知识点/化学原理/反应级数.md,化学原理,已填充,是,5,3,7; 决赛07,2,197,是,6,83
03-知识点/化学原理/反应自发性.md,化学原理,已填充,是,4,3,6,5,161,是,3,5
03-知识点/化学原理/反应进度.md,化学原理,已填充,是,3,2,3,5,60,是,3,2
03-知识点/化学原理/反应速率.md,化学原理,已填充,是,5,4,7; 决赛07,3,496,是,3,113
03-知识点/化学原理/合成氨.md,化学原理,初稿,是,2,2,,5,41,是,0,8
03-知识点/化学原理/同位素效应.md,化学原理,已填充,是,4,3,,5,166,是,4,41
03-知识点/化学原理/同离子效应.md,化学原理,骨架,是,3,2,7,2,36,是,1,24
03-知识点/化学原理/含氧酸.md,化学原理,已填充,是,3,3,,5,31,是,2,16
03-知识点/化学原理/基尔霍夫定律.md,化学原理,已填充,是,3,3,6,2,64,是,3,5
03-知识点/化学原理/基本反应类型.md,化学原理,已填充,是,5,2,1,3,144,是,0,0
03-知识点/化学原理/密度公式.md,化学原理,已填充,是,3,1,01,5,180,是,3,9
03-知识点/化学原理/对称性与配位构型.md,化学原理,已填充,是,4,4,14; 决赛10,1,234,是,3,12
03-知识点/化学原理/平衡常数.md,化学原理,已填充,是,5,3,7,1,172,是,4,267
03-知识点/化学原理/弱碱.md,化学原理,已填充,是,3,3,,1,30,是,2,16
03-知识点/化学原理/弱酸.md,化学原理,已填充,是,4,3,,1,30,是,3,31
03-知识点/化学原理/恒压热与恒容热.md,化学原理,已填充,是,3,2,,2,89,是,5,0
03-知识点/化学原理/扩散动力学.md,化学原理,已填充,是,2,3,,2,218,是,4,10
03-知识点/化学原理/摩尔电导率.md,化学原理,已填充,是,4,3,17,1,90,是,4,12
03-知识点/化学原理/方程式书写.md,化学原理,已填充,是,4,2,01,5,333,是,4,63
03-知识点/化学原理/晶体场理论.md,化学原理,已填充,是,5,4,12; 决赛03; 决赛12,1,1038,是,9,427
03-知识点/化学原理/有效数字.md,化学原理,已填充,是,3,1,1,2,229,是,2,81
03-知识点/化学原理/杂化轨道理论.md,化学原理,已填充,是,5,4,10,2,315,是,3,356
03-知识点/化学原理/标准态.md,化学原理,已填充,是,4,2,6,1,74,是,2,38
03-知识点/化学原理/标准摩尔熵.md,化学原理,已填充,是,3,2,6,1,77,是,4,6
03-知识点/化学原理/标准摩尔生成焓.md,化学原理,初稿,是,4,2,,1,35,是,0,3
03-知识点/化学原理/标准熵.md,化学原理,已填充,是,4,3,6,5,147,是,4,4
03-知识点/化学原理/标准生成焓.md,化学原理,已填充,是,4,2,6,1,149,是,3,104
03-知识点/化学原理/标准电极电势.md,化学原理,已填充,是,5,4,8; 决赛10,3,269,是,3,117
03-知识点/化学原理/标态.md,化学原理,已填充,是,3,1,2,1,239,是,4,2
03-知识点/化学原理/核反应.md,化学原理,已填充,是,3,2,,5,160,是,4,22
03-知识点/化学原理/气体分子量测定.md,化学原理,已填充,是,3,2,2,1,137,是,3,51
03-知识点/化学原理/氢键.md,化学原理,已填充,是,5,3,11,1,142,是,2,153
03-知识点/化学原理/氧化态.md,化学原理,已填充,是,4,2,8; 决赛10,1,183,是,3,73
03-知识点/化学原理/氧化数.md,化学原理,已填充,是,4,1,,1,30,是,0,3
03-知识点/化学原理/氧化还原反应方程式配平.md,化学原理,已填充,是,4,2,8; 决赛10,1,219,是,3,159
03-知识点/化学原理/沉淀溶解平衡.md,化学原理,已填充,是,4,3,7,1,96,是,4,207
03-知识点/化学原理/沸点.md,化学原理,骨架,是,3,2,11,1,36,是,1,20
03-知识点/化学原理/波尔模型.md,化学原理,已填充,是,3,2,9,1,88,是,4,4
03-知识点/化学原理/洪特规则.md,化学原理,初稿,是,4,2,,5,38,是,0,2
03-知识点/化学原理/活化能.md,化学原理,已填充,是,5,3,7; 决赛07,1,468,是,3,70
03-知识点/化学原理/溶剂化作用.md,化学原理,已填充,是,3,2,11,1,144,是,4,15
