源文件,行号,图片哈希,语义块,块标题,答案区,跨题重复,出现文件数,上下文摘要,核验结论,备注
真题/第25届初赛/无机和结构化学/题-025-2-2-磁矩计算.md,40,2b44af171833f3b1c67f865b58fc87e06bfda4d114d28995f16f3b39485c3755.jpg,题干图示,题目图示与结构参考,是,是,5,![[2b44af171833f3b1c67f865b58fc87e06bfda4d114d28995f16f3b39485c3755.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-2-2-磁矩计算.md,42,fa8391a7866700de5d322b244563d8934e6bf7871299058b2cf422d5c3da3ed7.jpg,题干图示,题目图示与结构参考,是,是,5,![[fa8391a7866700de5d322b244563d8934e6bf7871299058b2cf422d5c3da3ed7.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-2-3-配合物手性判据.md,40,2b44af171833f3b1c67f865b58fc87e06bfda4d114d28995f16f3b39485c3755.jpg,题干图示,题目图示与结构参考,是,是,5,![[2b44af171833f3b1c67f865b58fc87e06bfda4d114d28995f16f3b39485c3755.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-2-3-配合物手性判据.md,42,fa8391a7866700de5d322b244563d8934e6bf7871299058b2cf422d5c3da3ed7.jpg,题干图示,题目图示与结构参考,是,是,5,![[fa8391a7866700de5d322b244563d8934e6bf7871299058b2cf422d5c3da3ed7.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-2-4-离域π键.md,38,2b44af171833f3b1c67f865b58fc87e06bfda4d114d28995f16f3b39485c3755.jpg,题干图示,题目图示与结构参考,是,是,5,![[2b44af171833f3b1c67f865b58fc87e06bfda4d114d28995f16f3b39485c3755.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-2-4-离域π键.md,40,fa8391a7866700de5d322b244563d8934e6bf7871299058b2cf422d5c3da3ed7.jpg,题干图示,题目图示与结构参考,是,是,5,![[fa8391a7866700de5d322b244563d8934e6bf7871299058b2cf422d5c3da3ed7.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-2-5-六氨合钴合成机理.md,44,2b44af171833f3b1c67f865b58fc87e06bfda4d114d28995f16f3b39485c3755.jpg,题干图示,题目图示与结构参考,是,是,5,![[2b44af171833f3b1c67f865b58fc87e06bfda4d114d28995f16f3b39485c3755.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-2-5-六氨合钴合成机理.md,46,fa8391a7866700de5d322b244563d8934e6bf7871299058b2cf422d5c3da3ed7.jpg,题干图示,题目图示与结构参考,是,是,5,![[fa8391a7866700de5d322b244563d8934e6bf7871299058b2cf422d5c3da3ed7.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-5-1-Wilkinson催化剂结构.md,40,fb2e95a760791ce194ef0091e6e4649c84b603c1a6e6cdcf4e3739ba65e3a0de.jpg,题干图示,题目图示与结构参考,是,是,5,![[fb2e95a760791ce194ef0091e6e4649c84b603c1a6e6cdcf4e3739ba65e3a0de.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-5-2-催化中间体D结构.md,38,fb2e95a760791ce194ef0091e6e4649c84b603c1a6e6cdcf4e3739ba65e3a0de.jpg,题干图示,题目图示与结构参考,是,是,5,![[fb2e95a760791ce194ef0091e6e4649c84b603c1a6e6cdcf4e3739ba65e3a0de.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-5-3-配合物氧化态.md,44,fb2e95a760791ce194ef0091e6e4649c84b603c1a6e6cdcf4e3739ba65e3a0de.jpg,题干图示,题目图示与结构参考,是,是,5,![[fb2e95a760791ce194ef0091e6e4649c84b603c1a6e6cdcf4e3739ba65e3a0de.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-5-4-杂化轨道类型.md,43,fb2e95a760791ce194ef0091e6e4649c84b603c1a6e6cdcf4e3739ba65e3a0de.jpg,题干图示,题目图示与结构参考,是,是,5,![[fb2e95a760791ce194ef0091e6e4649c84b603c1a6e6cdcf4e3739ba65e3a0de.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-5-5-顺磁性抗磁性判断.md,38,fb2e95a760791ce194ef0091e6e4649c84b603c1a6e6cdcf4e3739ba65e3a0de.jpg,题干图示,题目图示与结构参考,是,是,5,![[fb2e95a760791ce194ef0091e6e4649c84b603c1a6e6cdcf4e3739ba65e3a0de.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md,36,94ac035d4be620acf64d716d571db1184abdebd8e456898b17f7dc03b0c8ece4.jpg,题干图示,题目图示与结构参考,是,是,4,![[94ac035d4be620acf64d716d571db1184abdebd8e456898b17f7dc03b0c8ece4.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md,38,f62d8450f931d0cccaf13003aef328057f462ef68269760165e60c464c8975f1.jpg,题干图示,题目图示与结构参考,是,是,4,![[f62d8450f931d0cccaf13003aef328057f462ef68269760165e60c464c8975f1.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md,40,c62bed1f1c644275d18f18fc53c4abdf893a2c7060f22400c60970b5e1dc1968.jpg,题干图示,题目图示与结构参考,是,是,4,![[c62bed1f1c644275d18f18fc53c4abdf893a2c7060f22400c60970b5e1dc1968.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md,42,1938f87046d5c2efb3809a1f4be6872a1b5f80a393f63584463c6a59f3ea0dec.jpg,题干图示,题目图示与结构参考,是,是,4,![[1938f87046d5c2efb3809a1f4be6872a1b5f80a393f63584463c6a59f3ea0dec.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md,44,c29db43a837a1956096b05dcd08a238403c431db01dc7f286c35f53aa47f4125.jpg,题干图示,题目图示与结构参考,是,是,4,![[c29db43a837a1956096b05dcd08a238403c431db01dc7f286c35f53aa47f4125.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md,46,f6f37f3513bbaf90fb72185592fce2822ad68f7782bf6e2ec4ea203b31ce1b32.jpg,题干图示,题目图示与结构参考,是,是,4,![[f6f37f3513bbaf90fb72185592fce2822ad68f7782bf6e2ec4ea203b31ce1b32.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md,48,8f937fb19745bdc7a336657997785a44054901819aea41aa3afa2f6c91814235.jpg,题干图示,题目图示与结构参考,是,是,4,![[8f937fb19745bdc7a336657997785a44054901819aea41aa3afa2f6c91814235.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md,50,855b731bbbddf8b5c1c500a69726eb06b70ceec50b970bca38e2b921232957df.jpg,题干图示,题目图示与结构参考,是,是,4,![[855b731bbbddf8b5c1c500a69726eb06b70ceec50b970bca38e2b921232957df.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-2-立方与六方金刚石对比.md,38,94ac035d4be620acf64d716d571db1184abdebd8e456898b17f7dc03b0c8ece4.jpg,题干图示,题目图示与结构参考,是,是,4,![[94ac035d4be620acf64d716d571db1184abdebd8e456898b17f7dc03b0c8ece4.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-2-立方与六方金刚石对比.md,40,f62d8450f931d0cccaf13003aef328057f462ef68269760165e60c464c8975f1.jpg,题干图示,题目图示与结构参考,是,是,4,![[f62d8450f931d0cccaf13003aef328057f462ef68269760165e60c464c8975f1.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-2-立方与六方金刚石对比.md,42,c62bed1f1c644275d18f18fc53c4abdf893a2c7060f22400c60970b5e1dc1968.jpg,题干图示,题目图示与结构参考,是,是,4,![[c62bed1f1c644275d18f18fc53c4abdf893a2c7060f22400c60970b5e1dc1968.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-2-立方与六方金刚石对比.md,44,1938f87046d5c2efb3809a1f4be6872a1b5f80a393f63584463c6a59f3ea0dec.jpg,题干图示,题目图示与结构参考,是,是,4,![[1938f87046d5c2efb3809a1f4be6872a1b5f80a393f63584463c6a59f3ea0dec.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-2-立方与六方金刚石对比.md,46,c29db43a837a1956096b05dcd08a238403c431db01dc7f286c35f53aa47f4125.jpg,题干图示,题目图示与结构参考,是,是,4,![[c29db43a837a1956096b05dcd08a238403c431db01dc7f286c35f53aa47f4125.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-2-立方与六方金刚石对比.md,48,f6f37f3513bbaf90fb72185592fce2822ad68f7782bf6e2ec4ea203b31ce1b32.jpg,题干图示,题目图示与结构参考,是,是,4,![[f6f37f3513bbaf90fb72185592fce2822ad68f7782bf6e2ec4ea203b31ce1b32.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-2-立方与六方金刚石对比.md,50,8f937fb19745bdc7a336657997785a44054901819aea41aa3afa2f6c91814235.jpg,题干图示,题目图示与结构参考,是,是,4,![[8f937fb19745bdc7a336657997785a44054901819aea41aa3afa2f6c91814235.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-2-立方与六方金刚石对比.md,52,855b731bbbddf8b5c1c500a69726eb06b70ceec50b970bca38e2b921232957df.jpg,题干图示,题目图示与结构参考,是,是,4,![[855b731bbbddf8b5c1c500a69726eb06b70ceec50b970bca38e2b921232957df.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-3-六方ZnS晶胞框选.md,40,94ac035d4be620acf64d716d571db1184abdebd8e456898b17f7dc03b0c8ece4.jpg,题干图示,题目图示与结构参考,是,是,4,![[94ac035d4be620acf64d716d571db1184abdebd8e456898b17f7dc03b0c8ece4.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-3-六方ZnS晶胞框选.md,42,f62d8450f931d0cccaf13003aef328057f462ef68269760165e60c464c8975f1.jpg,题干图示,题目图示与结构参考,是,是,4,![[f62d8450f931d0cccaf13003aef328057f462ef68269760165e60c464c8975f1.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-3-六方ZnS晶胞框选.md,44,c62bed1f1c644275d18f18fc53c4abdf893a2c7060f22400c60970b5e1dc1968.jpg,题干图示,题目图示与结构参考,是,是,4,![[c62bed1f1c644275d18f18fc53c4abdf893a2c7060f22400c60970b5e1dc1968.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-3-六方ZnS晶胞框选.md,46,1938f87046d5c2efb3809a1f4be6872a1b5f80a393f63584463c6a59f3ea0dec.jpg,题干图示,题目图示与结构参考,是,是,4,![[1938f87046d5c2efb3809a1f4be6872a1b5f80a393f63584463c6a59f3ea0dec.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-3-六方ZnS晶胞框选.md,48,c29db43a837a1956096b05dcd08a238403c431db01dc7f286c35f53aa47f4125.jpg,题干图示,题目图示与结构参考,是,是,4,![[c29db43a837a1956096b05dcd08a238403c431db01dc7f286c35f53aa47f4125.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-3-六方ZnS晶胞框选.md,50,f6f37f3513bbaf90fb72185592fce2822ad68f7782bf6e2ec4ea203b31ce1b32.jpg,题干图示,题目图示与结构参考,是,是,4,![[f6f37f3513bbaf90fb72185592fce2822ad68f7782bf6e2ec4ea203b31ce1b32.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-3-六方ZnS晶胞框选.md,52,8f937fb19745bdc7a336657997785a44054901819aea41aa3afa2f6c91814235.jpg,题干图示,题目图示与结构参考,是,是,4,![[8f937fb19745bdc7a336657997785a44054901819aea41aa3afa2f6c91814235.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-3-六方ZnS晶胞框选.md,54,855b731bbbddf8b5c1c500a69726eb06b70ceec50b970bca38e2b921232957df.jpg,题干图示,题目图示与结构参考,是,是,4,![[855b731bbbddf8b5c1c500a69726eb06b70ceec50b970bca38e2b921232957df.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-4-金刚石结构基元.md,45,94ac035d4be620acf64d716d571db1184abdebd8e456898b17f7dc03b0c8ece4.jpg,题干图示,题目图示与结构参考,是,是,4,![[94ac035d4be620acf64d716d571db1184abdebd8e456898b17f7dc03b0c8ece4.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-4-金刚石结构基元.md,47,f62d8450f931d0cccaf13003aef328057f462ef68269760165e60c464c8975f1.jpg,题干图示,题目图示与结构参考,是,是,4,![[f62d8450f931d0cccaf13003aef328057f462ef68269760165e60c464c8975f1.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-4-金刚石结构基元.md,49,c62bed1f1c644275d18f18fc53c4abdf893a2c7060f22400c60970b5e1dc1968.jpg,题干图示,题目图示与结构参考,是,是,4,![[c62bed1f1c644275d18f18fc53c4abdf893a2c7060f22400c60970b5e1dc1968.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-4-金刚石结构基元.md,51,1938f87046d5c2efb3809a1f4be6872a1b5f80a393f63584463c6a59f3ea0dec.jpg,题干图示,题目图示与结构参考,是,是,4,![[1938f87046d5c2efb3809a1f4be6872a1b5f80a393f63584463c6a59f3ea0dec.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-4-金刚石结构基元.md,53,c29db43a837a1956096b05dcd08a238403c431db01dc7f286c35f53aa47f4125.jpg,题干图示,题目图示与结构参考,是,是,4,![[c29db43a837a1956096b05dcd08a238403c431db01dc7f286c35f53aa47f4125.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-4-金刚石结构基元.md,55,f6f37f3513bbaf90fb72185592fce2822ad68f7782bf6e2ec4ea203b31ce1b32.jpg,题干图示,题目图示与结构参考,是,是,4,![[f6f37f3513bbaf90fb72185592fce2822ad68f7782bf6e2ec4ea203b31ce1b32.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-4-金刚石结构基元.md,57,8f937fb19745bdc7a336657997785a44054901819aea41aa3afa2f6c91814235.jpg,题干图示,题目图示与结构参考,是,是,4,![[8f937fb19745bdc7a336657997785a44054901819aea41aa3afa2f6c91814235.jpg]],,
真题/第25届初赛/无机和结构化学/题-025-7-4-金刚石结构基元.md,59,855b731bbbddf8b5c1c500a69726eb06b70ceec50b970bca38e2b921232957df.jpg,题干图示,题目图示与结构参考,是,是,4,![[855b731bbbddf8b5c1c500a69726eb06b70ceec50b970bca38e2b921232957df.jpg]],,
真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,44,7c15969c41ab47f5a27235bcc1049bf8e684eaad1ae5f6109e1bd460b9b08118.jpg,题干图示,题目图示与结构参考,是,是,3,![[7c15969c41ab47f5a27235bcc1049bf8e684eaad1ae5f6109e1bd460b9b08118.jpg]],,
真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,46,a7007ea4cfec7fc28d4ec1020134e3211754b221220c904cadbd60d818610a94.jpg,题干图示,题目图示与结构参考,是,是,3,![[a7007ea4cfec7fc28d4ec1020134e3211754b221220c904cadbd60d818610a94.jpg]],,
真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,48,daad9101d443a59fddc993be66341ff819098b13fb69f252d5f94305eb968eee.jpg,题干图示,题目图示与结构参考,是,是,3,![[daad9101d443a59fddc993be66341ff819098b13fb69f252d5f94305eb968eee.jpg]],,
真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,50,b6990c246f45a1b72e9892d419433a015e96d47fa2be0fc96535bab85b2127ef.jpg,题干图示,题目图示与结构参考,是,是,3,![[b6990c246f45a1b72e9892d419433a015e96d47fa2be0fc96535bab85b2127ef.jpg]],,
真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,52,b379b82b39df262bb15608af80003a833635cef8084a209254fed966d7ebabd4.jpg,题干图示,题目图示与结构参考,是,是,3,![[b379b82b39df262bb15608af80003a833635cef8084a209254fed966d7ebabd4.jpg]],,
真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,54,e359e3d72559f07e0d0c0c9f2640e25e9a9a8b21efab8b3e2c713c658adbb5ba.jpg,题干图示,题目图示与结构参考,是,是,3,![[e359e3d72559f07e0d0c0c9f2640e25e9a9a8b21efab8b3e2c713c658adbb5ba.jpg]],,
真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,56,9d6a1c9b5b91dc0b8d9e83fe7a54ff51300e6fe8cac562b94a59b01d85e1578a.jpg,题干图示,题目图示与结构参考,是,是,3,![[9d6a1c9b5b91dc0b8d9e83fe7a54ff51300e6fe8cac562b94a59b01d85e1578a.jpg]],,
真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,58,9c66682326b7f2e1d41518b98d3e810ded45396868ae93c2e30c71077f55955f.jpg,题干图示,题目图示与结构参考,是,是,3,![[9c66682326b7f2e1d41518b98d3e810ded45396868ae93c2e30c71077f55955f.jpg]],,
真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,60,cd2ecdc4715abe61e7fcdcb129537a0cebf941cfdbd08d978cc29dc2c751f697.jpg,题干图示,题目图示与结构参考,是,是,3,![[cd2ecdc4715abe61e7fcdcb129537a0cebf941cfdbd08d978cc29dc2c751f697.jpg]],,
真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,62,5b630ae357a812b474879762b15a30b9138b532d338ed3adea44b8a4eeaba9c4.jpg,题干图示,题目图示与结构参考,是,是,3,![[5b630ae357a812b474879762b15a30b9138b532d338ed3adea44b8a4eeaba9c4.jpg]],,
真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,64,6f698ca5467e2aa36106d86789a1be8e6340a0e6282439049e3ec37c56c607f4.jpg,题干图示,题目图示与结构参考,是,是,3,![[6f698ca5467e2aa36106d86789a1be8e6340a0e6282439049e3ec37c56c607f4.jpg]],,
真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,66,f7bd1585074362a6849c3ba2ba95ad190a143bd6a3922194d216240964e4e5de.jpg,题干图示,题目图示与结构参考,是,是,3,![[f7bd1585074362a6849c3ba2ba95ad190a143bd6a3922194d216240964e4e5de.jpg]],,
真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md,44,7c15969c41ab47f5a27235bcc1049bf8e684eaad1ae5f6109e1bd460b9b08118.jpg,题干图示,题目图示与结构参考,是,是,3,![[7c15969c41ab47f5a27235bcc1049bf8e684eaad1ae5f6109e1bd460b9b08118.jpg]],,
真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md,46,a7007ea4cfec7fc28d4ec1020134e3211754b221220c904cadbd60d818610a94.jpg,题干图示,题目图示与结构参考,是,是,3,![[a7007ea4cfec7fc28d4ec1020134e3211754b221220c904cadbd60d818610a94.jpg]],,
真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md,48,daad9101d443a59fddc993be66341ff819098b13fb69f252d5f94305eb968eee.jpg,题干图示,题目图示与结构参考,是,是,3,![[daad9101d443a59fddc993be66341ff819098b13fb69f252d5f94305eb968eee.jpg]],,
真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md,50,b6990c246f45a1b72e9892d419433a015e96d47fa2be0fc96535bab85b2127ef.jpg,题干图示,题目图示与结构参考,是,是,3,![[b6990c246f45a1b72e9892d419433a015e96d47fa2be0fc96535bab85b2127ef.jpg]],,
真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md,52,b379b82b39df262bb15608af80003a833635cef8084a209254fed966d7ebabd4.jpg,题干图示,题目图示与结构参考,是,是,3,![[b379b82b39df262bb15608af80003a833635cef8084a209254fed966d7ebabd4.jpg]],,
真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md,54,e359e3d72559f07e0d0c0c9f2640e25e9a9a8b21efab8b3e2c713c658adbb5ba.jpg,题干图示,题目图示与结构参考,是,是,3,![[e359e3d72559f07e0d0c0c9f2640e25e9a9a8b21efab8b3e2c713c658adbb5ba.jpg]],,
真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md,56,9d6a1c9b5b91dc0b8d9e83fe7a54ff51300e6fe8cac562b94a59b01d85e1578a.jpg,题干图示,题目图示与结构参考,是,是,3,![[9d6a1c9b5b91dc0b8d9e83fe7a54ff51300e6fe8cac562b94a59b01d85e1578a.jpg]],,
真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md,58,9c66682326b7f2e1d41518b98d3e810ded45396868ae93c2e30c71077f55955f.jpg,题干图示,题目图示与结构参考,是,是,3,![[9c66682326b7f2e1d41518b98d3e810ded45396868ae93c2e30c71077f55955f.jpg]],,
真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md,60,cd2ecdc4715abe61e7fcdcb129537a0cebf941cfdbd08d978cc29dc2c751f697.jpg,题干图示,题目图示与结构参考,是,是,3,![[cd2ecdc4715abe61e7fcdcb129537a0cebf941cfdbd08d978cc29dc2c751f697.jpg]],,
真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md,62,5b630ae357a812b474879762b15a30b9138b532d338ed3adea44b8a4eeaba9c4.jpg,题干图示,题目图示与结构参考,是,是,3,![[5b630ae357a812b474879762b15a30b9138b532d338ed3adea44b8a4eeaba9c4.jpg]],,
真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md,64,6f698ca5467e2aa36106d86789a1be8e6340a0e6282439049e3ec37c56c607f4.jpg,题干图示,题目图示与结构参考,是,是,3,![[6f698ca5467e2aa36106d86789a1be8e6340a0e6282439049e3ec37c56c607f4.jpg]],,
真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md,66,f7bd1585074362a6849c3ba2ba95ad190a143bd6a3922194d216240964e4e5de.jpg,题干图示,题目图示与结构参考,是,是,3,![[f7bd1585074362a6849c3ba2ba95ad190a143bd6a3922194d216240964e4e5de.jpg]],,
真题/第25届初赛/有机化学/题-025-10-3-Vilsmeier反应完成.md,44,7c15969c41ab47f5a27235bcc1049bf8e684eaad1ae5f6109e1bd460b9b08118.jpg,题干图示,题目图示与结构参考,是,是,3,![[7c15969c41ab47f5a27235bcc1049bf8e684eaad1ae5f6109e1bd460b9b08118.jpg]],,
