"Dir","Src","Target"
"04-题库","04-题库/分析化学/容量分析与酸碱滴定/题-容量-02-混合碱双指示剂法.md","酸碱滴定计算"
"04-题库","04-题库/分析化学/容量分析与酸碱滴定/题-容量-03-硼酸强化滴定.md","硼酸滴定"
"04-题库","04-题库/分析化学/容量分析与酸碱滴定/题-容量-03-硼酸强化滴定.md","络合滴定强化"
"04-题库","04-题库/分析化学/容量分析与酸碱滴定/题-容量-03-硼酸强化滴定.md","弱酸强化滴定"
"04-题库","04-题库/分析化学/容量分析与酸碱滴定/题-容量-04-酸碱滴定终点误差计算.md","酸碱滴定误差"
"04-题库","04-题库/分析化学/氧化还原与沉淀滴定/K2Cr2O7法测铁中H3PO4的作用.md","掩蔽"
"04-题库","04-题库/分析化学/氧化还原与沉淀滴定/题-氧沉-01-KMnO4滴定H2O2.md","高锰酸钾滴定"
"04-题库","04-题库/分析化学/氧化还原与沉淀滴定/题-氧沉-01-KMnO4滴定H2O2.md","过氧化氢测定"
"04-题库","04-题库/分析化学/氧化还原与沉淀滴定/题-氧沉-02-碘量法测定铜合金.md","铜的测定"
"04-题库","04-题库/分析化学/氧化还原与沉淀滴定/题-氧沉-03-银量法测定氯化物.md","Mohr法"
"04-题库","04-题库/分析化学/氧化还原与沉淀滴定/题-氧沉-03-银量法测定氯化物.md","氯化物测定"
"04-题库","04-题库/分析化学/络合滴定与重量分析/题-络重-01-EDTA滴定水的硬度.md","水的硬度"
"04-题库","04-题库/分析化学/络合滴定与重量分析/题-络重-01-EDTA滴定水的硬度.md","络合滴定应用"
"04-题库","04-题库/分析化学/络合滴定与重量分析/题-络重-02-返滴定测铝含量.md","返滴定法"
"04-题库","04-题库/分析化学/络合滴定与重量分析/题-络重-02-返滴定测铝含量.md","铝的测定"
"04-题库","04-题库/分析化学/络合滴定与重量分析/题-络重-02-返滴定测铝含量.md","EDTA返滴定"
"04-题库","04-题库/分析化学/络合滴定与重量分析/题-络重-03-选择性滴定判断.md","EDTA选择性滴定"
"04-题库","04-题库/分析化学/络合滴定与重量分析/题-络重-03-选择性滴定判断.md","酸度控制"
"04-题库","04-题库/分析化学/络合滴定与重量分析/题-络重-03-选择性滴定判断.md","络合滴定条件"
"04-题库","04-题库/分析化学/误差与数据处理/四舍六入五成双修约规则.md","修约规则"
"04-题库","04-题库/分析化学/误差与数据处理/题-误差-02-Q检验法判断异常值.md","异常值判断"
"04-题库","04-题库/教学改编题/无机和结构化学/索引.md","题-改编-原子结构基础-第一轮练习题组"
"04-题库","04-题库/教学改编题/无机和结构化学/索引.md","题-改编-元素周期表与周期律-第一轮练习题组"
"04-题库","04-题库/教学改编题/无机和结构化学/索引.md","题-改编-分子结构基础-第一轮练习题组"
"04-题库","04-题库/教学改编题/无机和结构化学/索引.md","题-改编-配位化合物基础-第一轮练习题组"
"04-题库","04-题库/教学改编题/无机和结构化学/索引.md","题-改编-晶体学与晶体结构-第一轮练习题组"
"04-题库","04-题库/教学改编题/无机和结构化学/错误模式知识库.md","` 前缀，不能只检查 `![[media/`。题组文件使用 `![[mineru/..."
"04-题库","04-题库/教材习题/ABOC/题-038-ABOC-FT0-Jack-Mutilin全合成.md","全合成策略"
"04-题库","04-题库/教材习题/ABOC/题-065-ABOC-Ch2-2.2.2-CrO3氧化醇机理.md","铬试剂"
"04-题库","04-题库/教材习题/ABOC/题-076-ABOC-Ch7-7.2.1-1-D-A底物推断（六苯基苯）.md","逆向分析"
"04-题库","04-题库/教材习题/Clayden/题-282-Clayden-Ch8-P11-选择合适的碱去质子化给定分子.md","碱的选择"
"04-题库","04-题库/教材习题/Clayden/题-291-Clayden-Ch14-P1-五个分子手性判断.md","螺环化合物"
"04-题库","04-题库/教材习题/Clayden/题-306-Clayden-Ch15-P8-ZnCl2与NaI催化剂在取代中的作用.md","催化反应"
"04-题库","04-题库/教材习题/Clayden/题-311-Clayden-Ch17-P2-Tamoxifen消除步骤和50规则.md","烯烃异构化"
"04-题库","04-题库/教材习题/Clayden/题-334-Clayden-Ch20-P7-亚硝化烯醇加脱羧异常步骤.md","α-卤代"
"04-题库","04-题库/教材习题/Clayden/题-354-Clayden-Ch10-P10-Amelfolide合成路线设计.md","酰胺化反应"
"04-题库","04-题库/教材习题/Clayden/题-377-Clayden-Ch16-P5-环己酮缩醛化困难与构象关系.md","1,3-二轴向相互作用"
"04-题库","04-题库/教材习题/Clayden/题-407-Clayden-Ch26-P6-甲醛Aldol失败-Cannizzaro产物.md","碱的选择"
"04-题库","04-题库/教材习题/Clayden/题-409-Clayden-Ch26-P8-碳上酰化失败分析.md","碱的选择"
"04-题库","04-题库/教材习题/Clayden/题-412-Clayden-Ch26-P11-特定烯醇等价体使反应可行.md","Stork烯胺合成"
"04-题库","04-题库/教材习题/Clayden/题-426-Clayden-Ch23-P3-Birch还原产物预测.md","二负离子"
"04-题库","04-题库/教材习题/Clayden/题-431-Clayden-Ch23-P8-二胺选择性保护策略.md","正交保护"
"04-题库","04-题库/教材习题/Clayden/题-438-Clayden-Ch24-P7-邻位锂化区域选择性.md","双负离子"
"04-题库","04-题库/教材习题/Clayden/题-439-Clayden-Ch24-P8-多步序列中区域和化学选择性.md","苄基化学"
"04-题库","04-题库/教材习题/Clayden/题-448-Clayden-Ch25-P7-烯醇等价体与Br2和RCH2Br反应.md","卤代反应"
"04-题库","04-题库/教材习题/Clayden/题-455-Clayden-Ch28-P1-单基团C-X切断练习.md","Williamson醚合成"
"04-题库","04-题库/教材习题/Clayden/题-456-Clayden-Ch28-P2-单基团C-C切断练习.md","对称性利用"
"04-题库","04-题库/教材习题/Clayden/题-459-Clayden-Ch28-P5-反应失败分析.md","推断题"
"04-题库","04-题库/教材习题/Clayden/题-465-Clayden-Ch37-P1-重要自由基反应复习.md","溶解金属还原"
"04-题库","04-题库/教材习题/Clayden/题-465-Clayden-Ch37-P1-重要自由基反应复习.md","克莱森缩合"
"04-题库","04-题库/教材习题/Clayden/题-468-Clayden-Ch37-P4-NBS苄位烯丙位溴化及应用.md","NBS溴化"
"04-题库","04-题库/教材习题/Clayden/题-470-Clayden-Ch37-P6-避免自由基反应陷阱+实用性.md","工业有机合成"
"04-题库","04-题库/教材习题/Clayden/题-472-Clayden-Ch37-P8-环丙基取代基效应对自由基的影响.md","ESR波谱"
"04-题库","04-题库/教材习题/Clayden/题-475-Clayden-Ch37-P11-自由基关环的奇特立体化学.md","缩醛化学"
"04-题库","04-题库/教材习题/Clayden/题-476-Clayden-Ch37-P12-结构分析+自由基官能团化.md","内酯化"
"04-题库","04-题库/教材习题/Clayden/题-494-Clayden-Ch34-P6-1,3-偶极环加成立体化学控制.md","立体选择性还原"
"04-题库","04-题库/教材习题/Clayden/题-497-Clayden-Ch34-P9-光化学2+2环加成选择性.md","内酯形成"
"04-题库","04-题库/教材习题/Clayden/题-500-Clayden-Ch34-P12-烯酮2+2环加成.md","烯酮化学"
"04-题库","04-题库/教材习题/Clayden/题-502-Clayden-Ch35-P2-Claisen-3,3-σ迁移入门.md","椅式构象"
"04-题库","04-题库/教材习题/Clayden/题-515-Clayden-Ch40-P2-Heck反应机理步骤理解.md","β-消除"
"04-题库","04-题库/教材习题/Clayden/题-526-Clayden-Ch41-P3-不对称合成初步规划.md","不对称Diels-Alder"
"04-题库","04-题库/教材习题/Clayden/题-527-Clayden-Ch41-P4-巧妙不对称诱导方法分析.md","热力学控制vs动力学控制"
"04-题库","04-题库/教材习题/Clayden/题-528-Clayden-Ch41-P5-简单序列逐步讨论.md","N-苄基保护"
"04-题库","04-题库/教材习题/Clayden/题-536-Clayden-Ch18-P1-C6H5FO的13C NMR C-F偶合结构确定.md","氟代芳烃"
"04-题库","04-题库/教材习题/Clayden/题-547-Clayden-Ch18-P12-A(C10H13OP)和B(C12H17O2)结构（P偶合）.md","有机磷化学"
"04-题库","04-题库/教材习题/Clayden/题-548-Clayden-Ch18-P13-仅1H NMR确定小分子ABC.md","小环化合物"
"04-题库","04-题库/教材习题/Clayden/题-551-Clayden-Ch29-P2-烷基吡啶LHMDS侧链延伸.md","碱性去质子化"
"04-题库","04-题库/教材习题/Clayden/题-552-Clayden-Ch29-P3-呋喃不寻常亲电取代选择性.md","烯丙基碳正离子"
"04-题库","04-题库/教材习题/Clayden/题-555-Clayden-Ch29-P6-杂环化合物亲核取代选择性.md","哌嗪"
"04-题库","04-题库/教材习题/Clayden/题-556-Clayden-Ch29-P7-2-吡啶酮转胺硝化酶抑制剂合成.md","NMR解析"
"04-题库","04-题库/教材习题/Clayden/题-558-Clayden-Ch29-P9-吡咯并吡啶芳香体系反应性和合成.md","稠环体系"
"04-题库","04-题库/教材习题/Clayden/题-559-Clayden-Ch29-P10-呋喃选择性锂化时序.md","选择性合成"
"04-题库","04-题库/教材习题/Clayden/题-590-Clayden-Ch32-P7-甲苯磺酰化环氧化乙烯基铜开环Se消除.md","多步合成"
"04-题库","04-题库/教材习题/Clayden/题-595-Clayden-Ch32-P12-多章复习：缩醛化+消除+环氧化+构象.md","多步合成"
"04-题库","04-题库/教材习题/Clayden/题-597-Clayden-Ch33-P2-锌介导螯合控制还原.md","螯合控制"
"04-题库","04-题库/教材习题/Clayden/题-599-Clayden-Ch33-P4-LDA烷基化中螯合控制.md","螯合控制"
"04-题库","04-题库/教材习题/Clayden/题-608-Clayden-Ch36-P1-原子编号追踪重排.md","有机金属化学"
"04-题库","04-题库/教材习题/Clayden/题-609-Clayden-Ch36-P2-Beckmann重排立体化学和机理.md","肟"
"04-题库","04-题库/教材习题/Clayden/题-616-Clayden-Ch36-P9-多重排依次发生加立体化学.md","碘内酯化"
"04-题库","04-题库/教材习题/Clayden/题-618-Clayden-Ch36-P11-杂环中小环扩张更容易.md","β-内酰胺"
"04-题库","04-题库/教材习题/Clayden/题-621-Clayden-Ch36-P14-酯水解关联的碎片化.md","烯醇互变异构"
"04-题库","04-题库/教材习题/Clayden/题-626-Clayden-Ch36-P19-复杂反应中碎片化识别.md","腙"
"04-题库","04-题库/教材习题/Clayden/题-628-Clayden-Ch38-P1-碱引发两个简单卡宾反应.md","α-消除"
"04-题库","04-题库/教材习题/Clayden/题-633-Clayden-Ch38-P6-结构分析+烯烃几何+卡宾环加成.md","反式环烯烃"
"04-题库","04-题库/教材习题/Clayden/题-634-Clayden-Ch38-P7-常规卡宾插入+氮烯类比.md","Hofmann降解"
"04-题库","04-题库/教材习题/Clayden/题-635-Clayden-Ch38-P8-分子内卡宾插入→笼状化合物.md","重氮酮"
"04-题库","04-题库/教材习题/Clayden/题-636-Clayden-Ch38-P9-卡宾化学不期望出现时如何避免.md","机理辨析"
"04-题库","04-题库/教材习题/Clayden/题-641-Clayden-Ch39-P1-多种合理机理的反应研究.md","机理辨析"
"04-题库","04-题库/教材习题/Clayden/题-641-Clayden-Ch39-P1-多种合理机理的反应研究.md","酯水解"
"04-题库","04-题库/教材习题/Clayden/题-644-Clayden-Ch39-P4-pH-速率曲线解读.md","溶剂同位素效应"
"04-题库","04-题库/教材习题/Clayden/题-644-Clayden-Ch39-P4-pH-速率曲线解读.md","酯水解"
"04-题库","04-题库/教材习题/Clayden/题-647-Clayden-Ch39-P7-极端催化现象.md","催化反应"
"04-题库","04-题库/教材习题/Clayden/题-647-Clayden-Ch39-P7-极端催化现象.md","酯水解"
"04-题库","04-题库/教材习题/Clayden/题-652-Clayden-Ch39-P12-新反应中中间体内部捕获.md","环丙酮"
"04-题库","04-题库/教材习题/Clayden/题-653-Clayden-Ch39-P13-物理数据+结构变化综合机理图景.md","环氧乙烷衍生物"
"04-题库","04-题库/教材习题/Clayden/题-654-Clayden-Ch39-P14-逆向思维：你需要什么证据.md","实验设计"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-001-上海中学-卤族元素-习题1.md","铬酸根指示剂"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-003-上海中学-卤族元素-习题3.md","卤化银沉淀"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-003-上海中学-卤族元素-习题3.md","化学计量推断"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-004-上海中学-卤族元素-习题4.md","氰化法提金"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-005-上海中学-卤族元素-习题5.md","溴的氧化物"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-006-上海中学-卤族元素-习题6.md","氙的化合物"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-006-上海中学-卤族元素-习题6.md","有机氙化学"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-006-上海中学-卤族元素-习题6.md","IF5构型"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-007-上海中学-卤族元素-习题7.md","键能计算"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-007-上海中学-卤族元素-习题7.md","氯水pH"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-008-上海中学-氧族元素-习题1.md","臭氧同素异形体"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-008-上海中学-氧族元素-习题1.md","氧化性比较"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-009-上海中学-氧族元素-习题3.md","VSEPR构型"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-009-上海中学-氧族元素-习题3.md","硫的卤氧化物"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-010-上海中学-氧族元素-习题4.md","臭氧性质"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-010-上海中学-氧族元素-习题4.md","电解制臭氧"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-011-上海中学-氧族元素-习题5.md","溶解氧测定"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-011-上海中学-氧族元素-习题5.md","硫代硫酸钠滴定"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-012-上海中学-氧族元素-习题6.md","硫的化学性质"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-013-上海中学-氧族元素-习题7.md","硫磺纯度测定"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-013-上海中学-氧族元素-习题7.md","H2S吸收"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-014-上海中学-氮族元素-习题1.md","肼"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-015-上海中学-氮族元素-习题2.md","原硝酸盐"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-016-上海中学-氮族元素-习题3.md","磷的卤化物"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-017-上海中学-氮族元素-习题4.md","叠氮酸"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-018-上海中学-氮族元素-习题5.md","多磷酸"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-019-上海中学-氮族元素-习题6.md","锑的化合物"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-020-上海中学-氮族元素-习题7.md","亚硝酸盐"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-020-上海中学-氮族元素-习题7.md","食品安全"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-022-上海中学-氮族元素-习题2.md","铅的化合物"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-023-上海中学-氮族元素-习题3.md","三氟化硼"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-024-上海中学-氮族元素-习题4.md","离子取代"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-024-上海中学-氮族元素-习题4.md","矿物风化"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-024-上海中学-氮族元素-习题4.md","硅酸盐化学"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-026-上海中学-氮族元素-习题6.md","硅的化合物"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-026-上海中学-氮族元素-习题6.md","硅酸盐结构"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-026-上海中学-氮族元素-习题6.md","硅的卤化物"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-027-上海中学-氮族元素-习题7.md","碳酸盐分解"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-028-上海中学-碱金属碱土金属-习题1.md","水化焓"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-029-上海中学-碱金属碱土金属-习题2.md","水"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-029-上海中学-碱金属碱土金属-习题2.md","水合电子"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-030-上海中学-碱金属碱土金属-习题3.md","氢能"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-030-上海中学-碱金属碱土金属-习题3.md","二次能源"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-030-上海中学-碱金属碱土金属-习题3.md","电解水"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-030-上海中学-碱金属碱土金属-习题3.md","硫碘循环"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-031-上海中学-碱金属碱土金属-习题4.md","两性元素"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-034-上海中学-碱金属碱土金属-习题7.md","蛋壳"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-034-上海中学-碱金属碱土金属-习题7.md","草酸钙"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-035-上海中学-过渡金属-习题1.md","金属冶炼"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-036-上海中学-过渡金属-习题2.md","铌"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-037-上海中学-过渡金属-习题3.md","草酸铵配合物"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-038-上海中学-过渡金属-习题4.md","离子交换"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-039-上海中学-过渡金属-习题5.md","钒酸根"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-039-上海中学-过渡金属-习题5.md","晶体空隙"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-039-上海中学-过渡金属-习题5.md","硅氧四面体"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-040-上海中学-过渡金属-习题6.md","反滴定"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-040-上海中学-过渡金属-习题6.md","间接滴定"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-040-上海中学-过渡金属-习题6.md","非化学计量"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-041-上海中学-过渡金属-习题7.md","铁铝钛分析"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-041-上海中学-过渡金属-习题7.md","K2Cr2O7滴定"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-041-上海中学-过渡金属-习题7.md","锌汞还原器"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-042-上海中学-氧化还原反应-习题1.md","半反应"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-046-上海中学-分子结构和性质-习题1.md","沸点比较"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-050-上海中学-其他类型晶体-习题1.md","混合型晶体"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-053-上海中学-溶液和胶体-习题1.md","萃取分配定律"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-053-上海中学-溶液和胶体-习题1.md","聚沉"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-055-上海中学-化学平衡-习题1.md","化学平衡常数"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-055-上海中学-化学平衡-习题1.md","Gibbs自由能与平衡"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-058-上海中学-水中平衡-习题1.md","酸碱电离平衡"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-059-上海中学-电化学-习题1.md","题-059-上海中学-电化学基础-习题1"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-062-上海中学-有机化学准备知识-习题1.md","光学活性"
"04-题库","04-题库/教材习题/上海中学竞赛课程/题-062-上海中学-有机化学准备知识-习题1.md","费歇尔投影式"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-033-初赛讲义-晶体结构-习题7.25.md","金属间化合物"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-034-初赛讲义-晶体结构-习题7.31.md","复合硫化物"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-035-初赛讲义-晶体结构-习题7.32.md","半导体"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-035-初赛讲义-热力学和动力学初步-习题8.32.md","银分离"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-036-初赛讲义-晶体结构-习题7.33.md","半导体"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-038-初赛讲义-热力学和动力学初步-习题8.37.md","饱和蒸气压"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-039-初赛讲义-推断技术-习题6.34.md","题-040-初赛讲义-推断技术-习题6.35"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-040-初赛讲义-热力学和动力学初步-习题8.40.md","锕系元素"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-041-初赛讲义-推断技术-习题6.35.md","题-041-初赛讲义-推断技术-习题6.36"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-041-初赛讲义-热力学和动力学初步-习题8.42.md","有机金属"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-042-初赛讲义-热力学和动力学初步-习题8.44.md","pH优化"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-042-初赛讲义-热力学和动力学初步-习题8.44.md","麻醉剂"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-044-初赛讲义-热力学和动力学初步-习题8.46.md","回环序列"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-045-初赛讲义-热力学和动力学初步-习题8.47.md","热力学效率"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-047-初赛讲义-推断技术-习题6.52.md","水泥化学"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-047-初赛讲义-热力学和动力学初步-习题8.49.md","质量作用定律"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-047-初赛讲义-热力学和动力学初步-习题8.49.md","凝结核"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-048-初赛讲义-推断技术-习题6.55.md","矿物颜料"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-050-初赛讲义-溶液与化学分析-习题9.23.md","亨利常数"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-050-初赛讲义-溶液与化学分析-习题9.23.md","理想稀溶液"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-050-初赛讲义-热力学和动力学初步-习题8.16.md","放射化学"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-051-初赛讲义-晶体结构-习题7.48.md","超导"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-051-初赛讲义-溶液与化学分析-习题9.25.md","酸雨"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-051-初赛讲义-溶液与化学分析-习题9.25.md","SO2溶解度"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-051-初赛讲义-溶液与化学分析-习题9.25.md","亚硫酸"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-052-初赛讲义-溶液与化学分析-习题9.28.md","碳酸平衡"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-052-初赛讲义-溶液与化学分析-习题9.28.md","CO2溶解度"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-052-初赛讲义-溶液与化学分析-习题9.29.md","物种分布"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-052-初赛讲义-溶液与化学分析-习题9.30.md","电导率"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-052-初赛讲义-溶液与化学分析-习题9.30.md","电离平衡常数"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-052-初赛讲义-热力学和动力学初步-习题8.25.md","核化学"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-052-初赛讲义-热力学和动力学初步-习题8.25.md","年代测定"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-053-初赛讲义-溶液与化学分析-习题9.41.md","pKa测定"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-053-初赛讲义-溶液与化学分析-习题9.41.md","二甲基黄"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-053-初赛讲义-溶液与化学分析-习题9.42.md","胶体金"
